SpcID	Growth_Form	Life_span_	Dispersal	Seed_size	Regeneration	plant_height	time_to_first_flower	distribution	fire.recruiters	Mycorrhizal_status	Alien
Podalyria_calyptrata	t	p	m	b	es	b	2	o	fsg	VAM	NA
Podalyria_sericea	h	p	m	b	s	s	2	o	fsg	VAM	NA
Polycarpon_tetraphyllum	h	b	p	s	s	s	1	e	n	NA	1
Polygala_bracteolata	h	p	m	b	es	s	1	re	fsg	NA	NA
Polygala_garcinii	h	p	m	b	es	s	1	re	fsg	VAM	NA
Polygala_lehmanniana	h	p	m	s	s	s	2	re	fsg	NA	NA
Polygala_myrtifolia	t	p	m	b	s	b	2	o	fsg	NA	NA
Polygala_recognita	h	p	m	s	es	s	1	re	fsg	NA	NA
Polygala_sp1	h	p	m	u	s	s	2	u	fsg	NA	NA
Polygala_umbellata	h	a	m	b	s	s	2	re	fsg	NA	NA
Polygonum_aviculare	h	a	p	s	s	s	1	e	n	NA	1
Polypogon_monspeliensis	g	a	w	s	s	s	1	e	u	NA	1
Polypogon_strictus	g	a	w	s	s	s	1	o	u	NA	NA
Populus_canescens	t	p	p	s	es	b	2	e	n	NA	1
Printzia_aromatica	h	p	w	s	es	s	2	re	u	NA	NA
Prismatocarpus_fruticosus	h	p	p	s	s	s	2	re	fsg	NA	NA
Prismatocarpus_lycopodioides	h	p	p	s	s	s	2	re	fsg	NA	NA
Prismatocarpus_sessilis	h	p	p	s	s	s	2	re	fsg	NA	NA
Protea_acaulos	t	p	w	b	es	s	1	re	fss	NA	NA
Protea_cynaroides	t	p	w	b	es	s	2	re	fss	NA	NA
Protea_lepidocarpodendron	t	p	w	b	s	b	4	re	fss	NA	NA
Protea_neriifolia	t	p	w	b	s	b	4	re	fss	NA	NA
Protea_nitida	t	p	w	b	es	b	2	re	fss	NA	NA
Protea_repens	t	p	w	b	s	b	4	o	fss	NA	NA
Protea_scolymocephala	o	p	w	b	s	s	4	re	fss	NA	NA
Protea_sp1	t	p	w	u	s	b	4	u	fss	NA	NA
Pseudognaphalium_undulatum	h	a	w	s	s	s	1	o	u	NA	NA
Pseudopentameris_caespitosa	g	p	w	s	es	s	1	re	fsf,fsg	NA	NA
Pseudopentameris_hastifolius	g	p	w	s	es	s	1	re	fsf,fsg	NA	NA
Pseudopentameris_macrantha	g	p	w	s	es	s	1	re	fsf,fsg	NA	NA
Pseudoselago_peninsulae	h	e	p	s	s	s	2	re	fsg	NA	NA
Pseudoselago_serrata	h	e	p	s	s	s	2	re	fsg	NA	NA
Pseudoselago_spuria	h	e	p	s	s	s	2	re	fsg	NA	NA
Psoralea_aculeata	t	p	p	b	s	b	2	re	fsg	NA	NA
Psoralea_aphylla	t	p	p	b	s	b	2	re	fsg	NA	NA
Psoralea_asarina	h	p	p	s	es	s	2	o	fsg	NA	NA
Psoralea_imbricata	h	p	p	s	es	s	1	re	fsg	NA	NA
Psoralea_laxa	h	p	p	b	s	s	2	re	fsg	NA	NA
Psoralea_pinnata	t	p	p	b	s	b	2	o	fsg	VAM	NA
Pteridium_aquilinum	o	p	w	s	us	s	1	o	n	NA	NA
Pterocelastrus_tricuspidatus	t	p	v	b	es	b	2	o	n	NA	NA
Pteronia_hirsuta	e	p	w	s	s	s	1	re	u	NA	NA
Pterygodium_acutifolium	b	p	p	s	us	s	1	re	fsf	NA	NA
Pulicaria_scabra	h	p	w	s	s	s	2	o	n	NA	NA
Pycreus_polystachyos	g	p	u	u	u	s	2	o	n	NA	NA
Rafnia_angulata	o	p	p	b	es	s	2	re	fsg	VAM	NA
Rafnia_capensis	o	p	p	b	es	s	2	re	fsg	NA	NA
Rafnia_triflora	o	p	p	b	es	s	2	re	fsg	NA	NA
Rapanea_melanophloeos	t	p	v	b	es	b	3	o	n	NA	NA
Raphanus_raphanistrum	h	b	p	b	s	s	1	e	u	NA	1
Rapistrum_rugosum	h	a	p	b	s	s	1	e	n	NA	1
Restio_calcicola	g	p	p	s	s	s	2	re	fsg	NA	NA
Restio_capensis	g	p	p	s	us	s	1	re	fsg	NA	NA
Restio_cincinnatus	g	p	p	s	us	s	1	re	fsg	NA	NA
Restio_curviramis	g	p	p	s	us	s	1	re	fsg	NA	NA
Restio_eleocharis	g	p	p	s	us	s	1	re	fsg	NA	NA
Restio_filiformis	g	p	p	s	us	s	1	re	fsg	NA	NA
Restio_gaudichaudianus	g	p	p	s	us	s	1	re	fsg	NA	NA
Restio_perplexus	g	p	m	s	us	s	2	re	fsg	NA	NA
Restio_quadratus	g	p	m	s	us	b	2	re	fsg	NA	NA
Restio_ramosissimus	g	p	p	s	s	s	2	le	fsg	NA	NA
Restio_sieberi	g	p	p	s	us	s	2	re	fsg	NA	NA
Restio_sp10	g	p	u	s	u	s	2	re	fsg	NA	NA
Restio_sp9	g	p	p	s	us	s	2	re	fsg	NA	NA
Restio_tenuissimus	g	p	p	s	us	s	2	re	fsg	NA	NA
Restio_tetragonus	g	p	p	s	us	s	2	re	fsg	NA	NA
Restio_triticeus	g	p	p	s	us	s	2	re	fsg	NA	NA
Restio_vimineus	g	p	p	s	us	s	2	re	fsg	NA	NA
Rhoicissus_sp1	h	p	v	b	s	b	3	o	n	NA	NA
Rhus_glauca	t	p	v	b	es	b	2	o	u	NA	NA
Rhus_laevigata	t	p	v	b	es	b	2	o	u	NA	NA
Rhus_lucida	t	p	v	s	es	b	2	o	u	NA	NA
Rhus_rosmarinifolia	o	p	v	b	es	s	2	re	u	VAM	NA
Rhus_tomentosa	t	p	v	s	es	b	2	o	u	NA	NA
Rhynchosia_capensis	h	p	p	b	es	b	2	o	fsg	NA	NA
Rhynchosia_ferulifolia	h	p	p	b	es	s	2	re	fsg	NA	NA
Roella_amplexicaulis	h	b	p	s	s	s	2	le	fsg	NA	NA
Roella_ciliata	h	b	p	s	s	s	2	re	fsg	VAM	NA
Roella_compacta	h	b	p	s	s	s	2	re	fsg	NA	NA
Roella_decurrens	h	b	p	s	s	s	2	le	fsg	NA	NA
Roella_incurva	h	b	p	s	s	s	2	re	fsg	NA	NA
Roella_prostrata	h	b	p	s	s	s	2	re	fsg	NA	NA
Roella_sp2	h	b	p	u	s	s	2	u	fsg	NA	NA
Roella_sp4	h	b	p	u	s	s	2	u	fsg	NA	NA
Roella_triflora	h	b	p	s	s	s	2	le	fsg	NA	NA
Romulea_flava	NA	p	p	s	us	s	1	re	fsg	NA	NA
Romulea_sp1	b	p	p	s	us	s	1	re	fsg	NA	NA
Rubus_sp1	o	p	v	s	s	s	2	e	n	NA	1
Rumex_sp1	h	p	w	s	s	s	1	o	u	NA	1
Ruschia_promontorii	h	p	p	s	s	s	2	le	fsg	NA	NA
Ruschia_rubricaulis	h	p	p	s	s	s	2	le	fsg	NA	NA
Ruschia_sarmentosa	h	p	p	s	s	s	2	re	fsg	NA	NA
Saltera_sarcocolla	h	p	m	b	es	s	2	re	u	NA	NA
Salvia_africana.caerulea	o	p	p	b	es	b	2	re	u	VAM	NA
Salvia_africana.lutea	o	p	p	b	es	b	2	o	u	NA	NA
Salvia_chamelaeagnea	o	p	p	b	es	b	2	re	u	VAM	NA
Samolus_sp1	h	p	p	u	u	s	2	u	u	NA	NA
Satyrium_bicorne	b	p	p	s	us	s	1	o	fsg	NA	NA
Satyrium_carneum	b	p	p	s	us	s	1	re	fsg	NA	NA
Satyrium_sp1	b	p	u	u	us	s	1	u	fsg	NA	NA
Scabiosa_africana	h	p	w	s	es	s	1	le	fsg	NA	NA
Scabiosa_columbaria	h	p	w	s	s	s	1	o	fsg	NA	NA
Schizaea_pectinata	g	p	p	s	us	s	1	o	n	NA	NA
Schizoglossum_aschersonianum	h	p	w	s	us	s	1	o	u	NA	NA
Schoenoxiphium_sp	g	p	p	s	s	s	2	u	u	NA	NA
Scirpoides_thunbergii	g	p	u	u	us	s	2	o	u	NA	NA
Searsia_glauca	t	p	v	b	es	b	2	o	n	NA	NA
Searsia_laevigata	t	p	v	b	es	b	2	re	n	NA	NA
Searsia_lucida	t	p	v	b	es	b	2	o	n	NA	NA
Searsia_rosmarinifolia	o	p	v	b	es	s	2	re	n	NA	NA
Searsia_tomentosa	t	p	v	b	es	b	2	o	n	NA	NA
Selago_corymbosa	h	b	p	s	s	s	2	re	u	NA	NA
Selago_cylindrica	NA	NA	NA	NA	NA	NA	NA	NA	u	NA	NA
Selago_dregei	e	p	p	s	s	s	2	le	u	NA	NA
Selago_luxurians	e	p	p	s	s	s	2	re	u	NA	NA
Selago_polystachya	e	p	p	s	s	s	2	re	u	NA	NA
Selago_scabrida	e	p	p	s	s	s	2	re	u	NA	NA
Selago_serrata	NA	NA	NA	NA	NA	NA	NA	NA	u	NA	NA
Selago_sp1	h	b	u	u	s	s	2	re	u	NA	NA
Senecio_arenarius	h	a	w	s	s	s	1	re	fsg	VAM	NA
Senecio_bipinnatus	h	p	w	s	es	s	1	re	fsg	NA	NA
Senecio_burchellii	h	b	w	s	s	s	1	o	fsg	VAM	NA
Senecio_elegans	h	a	w	s	s	s	1	re	fsg	VAM	NA
Senecio_erosus	h	p	w	s	s	s	1	o	fsg	NA	NA
Senecio_halimifolius	h	p	w	s	s	s	2	re	fsg	NA	NA
Senecio_hastatus	h	p	w	s	s	s	2	o	fsg	NA	NA
Senecio_hastifolius	h	p	w	s	us	s	1	re	fsg	NA	NA
Senecio_pinifolius	e	b	w	s	es	s	1	o	fsg	NA	NA
Senecio_pinnulatus	e	b	w	s	s	s	1	o	fsg	NA	NA
Senecio_pterophorus	h	b	w	s	s	s	2	e	fsg	NA	1
Senecio_pubigerus	h	b	w	s	s	s	2	re	fsg	NA	NA
Senecio_purpureus	h	a	w	s	s	s	2	o	fsg	NA	NA
Senecio_repandus	h	p	w	s	s	s	2	re	fsg	VAM	NA
Senecio_rigidus	h	b	w	s	s	s	2	re	fsg	NA	NA
Senecio_rosmarinifolius	h	p	w	s	s	s	2	o	fsg	NA	NA
Senecio_scapiflorus	h	p	w	s	s	s	2	o	fsg	NA	NA
Senecio_sp2	h	u	w	s	s	s	2	u	fsg	NA	NA
Senecio_subcanescens	h	p	w	s	s	s	2	re	fsg	NA	NA
Senecio_triqueter	e	p	w	s	s	s	2	re	fsg	NA	NA
Senecio_umbellatus	h	b	w	s	s	s	1	re	fsg	NA	NA
Seriphium_cinereum	e	p	w	s	s	s	2	re	fsg	NA	NA
Seriphium_plumosum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Serruria_villosa	t	p	m	b	s	s	3	le	fsg	NA	NA
Sideroxylon_inerme	t	p	v	b	es	b	3	o	n	NA	NA
Silene_aethiopica	h	a	p	s	s	s	1	o	u	NA	NA
Silene_bellidioides	h	a	p	s	s	s	1	e	u	NA	NA
Silene_cretica	h	a	p	s	s	s	1	e	u	NA	1
Silene_pilosellifolia	h	p	p	s	s	s	1	o	u	NA	NA
Silene_sp1	h	u	p	u	s	s	1	u	u	NA	NA
Silene_undulata	h	p	p	s	s	s	1	o	u	ABS	NA
Solanum_africanum	h	a	v	b	s	s	1	e	n	NA	NA
Solanum_americanum	h	a	v	s	s	s	1	o	n	NA	1
Solanum_mauritianum	t	p	v	b	s	b	2	e	n	NA	1
Solanum_retroflexum	h	a	v	s	s	s	2	o	n	NA	1
Solanum_sp2	h	u	u	u	s	s	2	e	n	NA	1
Sonchus_asper	h	a	w	s	s	s	1	e	n	NA	1
Sonchus_oleraceus	h	a	w	s	s	s	1	e	n	NA	1
Sonchus_sp1	h	a	w	s	s	s	1	e	n	NA	1
Soroveta_ambigua	g	p	p	s	us	s	2	re	fsg	NA	NA
Spergularia_media	b	a	w	s	es	s	1	e	u	NA	1
Spiloxene_capensis	b	p	p	s	us	s	1	re	fsg	NA	NA
Spiloxene_sp1	b	p	p	u	us	s	1	u	fsg	NA	NA
Sporobolus_africanus	g	p	p	s	s	s	1	o	u	NA	NA
Staavia_radiata	e	p	m	s	es	s	2	re	fsg	VAM	NA
Staberoha_banksii	g	p	p	s	es	s	1	re	fsg	NA	NA
Staberoha_cernua	g	p	p	s	es	s	1	re	fsg	NA	NA
Staberoha_distachyos	g	p	p	s	es	s	1	re	fsg	NA	NA
Stachys_aethiopica	h	a	p	s	s	s	1	o	u	NA	NA
Stachys_arvensis	h	p	p	s	s	s	1	re	u	NA	1
Stenotaphrum_secundatum	g	p	p	s	es	s	1	o	n	NA	NA
Stilbe_ericoides	e	p	p	s	es	s	1	re	fsg	NA	NA
Stilbe_vestita	e	p	w	s	s	s	2	re	fsg	NA	NA
Stipagrostis_zeyheri	g	p	p	s	es	s	1	o	fsf,fsg	VAM	NA
Stoebe_aethiopica	e	p	w	s	s	s	2	re	fsg	NA	NA
Stoebe_capitata	e	p	w	s	s	s	2	o	fsg	NA	NA
Stoebe_cyathuloides	e	p	w	s	s	s	2	re	fsg	NA	NA
Stoebe_fusca	e	p	w	s	s	s	2	re	fsg	NA	NA
Stoebe_plumosa	e	p	w	s	s	s	2	o	fsg	NA	NA
Stoebe_sp1	e	p	w	s	s	s	2	u	fsg	NA	NA
Struthiola_argentea	e	p	p	s	s	s	2	o	fsg	NA	NA
Struthiola_ciliata	e	p	p	s	s	s	2	o	fsg	NA	NA
Struthiola_dodecandra	e	p	p	s	s	s	2	re	fsg	NA	NA
Struthiola_sp2	e	p	p	u	s	s	2	o	fsg	NA	NA
Struthiola_striata	e	p	p	s	s	s	2	re	fsg	NA	NA
Sutera_sp2	h	a	u	u	s	s	2	o	u	NA	NA
Sutera_tomentosa	NA	NA	NA	NA	NA	NA	2	re	u	NA	NA
Syncarpha_canescens	h	e	w	s	s	s	2	o	fsg	NA	NA
Syncarpha_gnaphaloides	h	p	w	s	s	s	2	re	fsg	NA	NA
Syncarpha_speciosissima	h	e	w	s	s	s	2	re	fsg	NA	NA
Syncarpha_vestita	h	e	w	s	s	s	2	re	fsg	NA	NA
Taraxacum_campylodes	h	b	w	s	s	s	1	e	n	NA	NA
Tarchonanthus_camphoratus	t	p	w	s	es	b	2	o	n	NA	NA
Tarchonanthus_littoralis	t	p	w	s	es	b	2	o	n	NA	NA
Teedia_lucida	h	p	v	b	es	s	2	o	n	NA	NA
Tenaxia_stricta	g	p	w	s	es	s	1	o	fsf,fsg	NA	NA
Tephrosia_capensis	h	p	p	b	s	s	2	o	fsg	NA	NA
Tetragonia_fruticosa	h	p	w	b	s	s	2	o	fsg	ABS	NA
Tetraria_autumnalis	g	p	p	s	us	s	1	le	fsf,fsg	NA	NA
Tetraria_brachyphylla	g	p	p	b	us	b	1	re	fsf,fsg	NA	NA
Tetraria_bromoides	g	p	p	b	us	s	1	re	fsf,fsg	NA	NA
Tetraria_capillacea	g	p	p	s	us	s	1	re	fsf,fsg	NA	NA
Tetraria_compar	g	p	p	s	us	s	1	re	fsf,fsg	NA	NA
Tetraria_cuspidata	g	p	p	s	us	s	1	o	fsf,fsg	NA	NA
Tetraria_exilis	g	p	p	s	us	s	1	re	fsf,fsg	NA	NA
Tetraria_eximia	g	p	p	b	us	s	1	re	fsf,fsg	NA	NA
Tetraria_fasciata	g	p	p	s	us	s	1	re	fsf,fsg	NA	NA
Tetraria_fimbriolata	g	p	p	s	us	s	1	re	fsf,fsg	NA	NA
Tetraria_flexuosa	g	p	p	s	us	s	1	re	fsf,fsg	NA	NA
Tetraria_involucrata	g	p	p	b	us	b	1	re	fsf,fsg	NA	NA
Tetraria_microstachys	g	p	p	s	us	s	1	re	fsf,fsg	NA	NA
Tetraria_pleosticha	g	p	p	s	us	s	1	re	fsf,fsg	NA	NA
Tetraria_sp2	g	p	p	s	us	s	1	re	fsf,fsg	NA	NA
Tetraria_sylvatica	g	p	p	s	us	s	1	re	fsf,fsg	NA	NA
Tetraria_thermalis	g	p	p	b	us	b	1	re	fsf,fsg	NA	NA
Tetraria_ustulata	g	p	p	b	us	s	1	o	fsf,fsg	NA	NA
Thamnochortus_erectus	g	p	w	s	us	s	1	re	fsg	NA	NA
Thamnochortus_fruticosus	g	p	w	s	us	s	1	o	fsg	NA	NA
Thamnochortus_gracilis	g	p	w	s	us	s	1	re	fsg	NA	NA
Thamnochortus_lucens	g	p	w	s	us	s	1	re	fsg	NA	NA
Thamnochortus_obtusus	g	p	w	s	us	s	1	re	fsg	NA	NA
Thamnochortus_sp5	g	p	w	s	us	s	1	re	fsg	NA	NA
Thamnochortus_sporadicus	g	p	w	s	us	s	1	re	fsg	NA	NA
Themeda_triandra	g	p	p	b	us	s	1	o	fsf,fsg	ENDO	NA
Thereianthus_bracteolatus	b	p	w	s	us	s	1	re	fsf,fsg	NA	NA
Thesidium_fragile	h	p	p	s	s	s	2	o	fsg	NA	NA
Thesium_acuminatum	h	e	m	s	s	s	2	re	fsg	NA	NA
Thesium_aggregatum	h	e	m	b	s	s	2	re	fsg	NA	NA
Thesium_capitatum	h	e	m	b	s	s	2	re	fsg	NA	NA
Thesium_carinatum	h	e	m	b	s	s	2	re	fsg	NA	NA
Thesium_densiflorum	h	e	m	b	s	s	2	re	fsg	ABS	NA
Thesium_funale	h	e	m	s	s	s	2	re	fsg	NA	NA
Thesium_pubescens	h	e	m	b	s	s	2	re	fsg	NA	NA
Thesium_sp3	h	e	m	u	s	s	2	re	fsg	NA	NA
Thesium_strictum	h	e	m	b	s	b	2	o	fsg	ABS	NA
Thesium_subnudum	h	e	m	b	s	s	2	re	fsg	NA	NA
Thesium_virgatum	h	e	m	b	s	s	2	re	fsg	NA	NA
Thesium_viridifolium	h	e	m	b	s	s	2	re	fsg	NA	NA
Thunbergiella_filiformis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Todea_barbara	o	a	w	s	us	b	1	o	n	NA	NA
Torilis_arvensis	h	a	p	b	u	s	1	o	n	VAM	1
Trachyandra_brachypoda	b	p	p	b	us	s	1	o	fsg	NA	NA
Trachyandra_ciliata	b	p	p	b	us	s	1	o	fsg	VAM	NA
Trachyandra_hirsuta	b	p	p	s	us	s	1	re	fsg	NA	NA
Trachyandra_hirsutiflora	b	p	p	b	us	s	1	re	fsg	NA	NA
Trachyandra_revoluta	b	p	p	s	us	s	1	o	fsg	NA	NA
Trachyandra_sabulosa	b	p	p	s	us	s	1	re	fsg	NA	NA
Trachyandra_scabra	b	p	p	s	us	s	1	re	fsg	NA	NA
Trachyandra_sp7	b	p	p	u	us	s	1	u	fsg	NA	NA
Trachyandra_tabularis	b	a	p	b	us	s	1	re	fsg	VAM	NA
Treichelia_longibracteata	h	p	p	b	s	s	1	re	fsg	NA	NA
Tribolium_hispidum	g	p	p	s	us	s	1	o	u	NA	NA
Tribolium_uniolae	g	p	p	s	us	s	1	o	fsf,fsg	VAM	NA
Trichocephalus_stipularis	e	p	m	b	es	s	1	re	fsg	NA	NA
Trichogyne_ambigua	e	p	w	s	s	s	2	re	fsg	NA	NA
Trifolium_angustifolium	h	a	w	s	s	s	1	e	n	NA	1
Trifolium_campestre	h	p	v	s	s	s	1	e	n	NA	1
Triglochin_bulbosa	b	p	p	b	us	s	1	o	u	NA	NA
Tripteris_clandestina	h	a	w	b	s	s	1	re	n	NA	NA
Tritoniopsis_antholyza	b	p	w	b	us	s	1	re	fsg	NA	NA
Tritoniopsis_dodii	b	p	w	b	us	s	1	re	fsg	NA	NA
Tritoniopsis_parviflora	b	p	w	b	us	s	1	re	fsg	NA	NA
Tritoniopsis_sp2	b	p	w	b	us	s	1	re	fsg	NA	NA
Tritoniopsis_triticea	b	p	w	b	us	s	1	re	fsg	NA	NA
Tritoniopsis_unguicularis	b	p	w	b	us	s	1	re	fsg	NA	NA
Typha_capensis	o	p	w	s	us	b	1	o	n	NA	NA
Unknown_sp1	u	u	u	u	u	u	u	u	u	NA	NA
Unknown_sp2	u	u	u	u	u	u	u	u	u	NA	NA
Ursinia_anthemoides	h	b	w	b	s	s	1	o	fsg	VAM	NA
Ursinia_chrysanthemoides	h	e	w	s	s	s	1	re	fsg	NA	NA
Ursinia_dentata	h	b	w	s	s	s	1	re	fsg	NA	NA
Ursinia_paleacea	h	b	w	b	s	s	1	re	fsg	NA	NA
Ursinia_sp2	h	b	w	b	s	s	1	u	fsg	NA	NA
Vellereophyton_dealbatum	h	b	w	s	s	s	1	o	fsg	NA	NA
Vellerophyton_dealbatum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vicia_hirsuta	h	a	p	s	s	s	1	e	u	NA	1
Virgilia_oroboides	t	p	p	b	s	b	3	re	fsg	VAM	NA
Viscum_capense	o	p	v	b	s	s	2	re	n	NA	NA
Wachendorfia_multiflora	b	p	w	b	us	s	1	o	fsf,fsg	NA	NA
Wachendorfia_paniculata	b	p	w	b	us	s	1	re	fsf,fsg	NA	NA
Wachendorfia_sp1	b	p	w	u	us	s	1	u	fsf,fsg	NA	NA
Wahlenbergia_capensis	h	a	p	s	s	s	1	re	fsg	VAM	NA
Wahlenbergia_cernua	h	a	p	s	s	s	1	re	fsg	NA	NA
Wahlenbergia_exilis	h	a	p	s	s	s	1	re	fsg	NA	NA
Wahlenbergia_longifolia	h	e	p	s	s	s	1	re	fsg	NA	NA
Wahlenbergia_obovata	h	a	p	s	s	s	1	re	fsg	NA	NA
Wahlenbergia_sp1	h	a	p	s	s	s	1	u	fsg	NA	NA
Wahlenbergia_tenella	h	p	p	s	s	s	2	o	fsg	NA	NA
Watsonia_borbonica	b	p	w	b	us	s	1	re	fsf,fsg	NA	NA
Watsonia_sp2	b	p	w	b	us	s	1	re	fsf,fsg	NA	NA
Watsonia_tabularis	b	p	w	b	us	s	1	re	fsf,fsg	NA	NA
Widdringtonia_nodiflora	t	p	p	b	es	b	2	o	fsg	ENDO	NA
Willdenowia_cannamois	g	p	m	b	s	s	2	re	fsg	NA	NA
Willdenowia_glomerata	g	p	m	b	s	s	2	re	fsg	NA	NA
Willdenowia_incurvata	g	p	m	b	us	s	2	o	fsg	ABS	NA
Willdenowia_sp2	g	p	m	b	us	s	2	re	fsg	NA	NA
Willdenowia_teres	g	p	m	b	us	s	2	re	fsg	NA	NA
Zaluzianskya_capensis	h	a	p	b	s	s	1	o	n	NA	NA
Zaluzianskya_divaricata	h	a	p	b	s	s	1	re	n	VAM	NA
Zaluzianskya_sp1	h	a	u	u	s	s	1	o	n	NA	NA
Zaluzianskya_villosa	h	a	p	s	s	s	1	re	n	NA	NA
Zantedeschia_aethiopica	b	p	v	b	us	s	2	o	n	VAM	NA
Zygophyllum_flexuosum	h	p	m	b	s	s	2	re	u	ABS	NA
Zygophyllum_fulvum	h	p	m	b	s	s	2	re	u	NA	NA
Zygophyllum_sp1	h	p	m	b	s	s	2	re	u	NA	NA
Zyrphelis_taxifolia	h	b	w	s	s	s	1	re	fsg	NA	NA
